,BIN,House #,Street Name,Zip_code,Borough,Status,Number of DWT,Activity_Type,Activity_Year,Violation_Code,Law_Section,Violation_Text,Compliance_Year,Date_of_Occurrence,Summons_Number,BBL,Longitude,Latitude,Community_Board,Council_District,Census_Tract,NTA_Code
16463,4312067.0,87-30,62nd avenue,11374,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4031027501.0,-73.868701,40.728632,406.0,30.0,69500.0,qn0601
16464,4312083.0,107-40,queens boulevard,11375,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4032397501.0,-73.84484,40.721546,406.0,29.0,71100.0,qn0602
16465,4312087.0,119-49,union turnpike,11375,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4033477501.0,-73.832308,40.713933,406.0,29.0,76902.0,qn0602
16466,4312614.0,85-15,main street,11435,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4096517501.0,-73.819265,40.709687,408.0,24.0,22002.0,qn0805
16467,4430812.0,33-60,21st street,11106,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4005280050.0,-73.933361,40.763488,401.0,22.0,4500.0,qn0105
16468,4430867.0,21-50,33rd road,11106,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4005570003.0,-73.930997,40.763105,401.0,22.0,4500.0,qn0105
16469,4431299.0,52-30,39th drive,11377,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4012380025.0,-73.91107,40.747172,402.0,26.0,25100.0,qn0203
16470,4431952.0,nan,62nd drive,11374,queens,not active,0.0,other,2023.0,0,0,0,2023.0,0,0.0,4020860050.0,-73.860517,40.732805,406.0,24.0,71701.0,qn0601
16471,4431954.0,97-07,63rd road,11374,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4020860050.0,-73.860538,40.731084,406.0,24.0,71701.0,qn0601
16472,4431956.0,98-05,63rd road,11374,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4020860050.0,-73.858776,40.732046,406.0,24.0,71701.0,qn0601
16473,4431961.0,61-25,98th street,11374,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4020930001.0,-73.860517,40.734257,406.0,24.0,71702.0,qn0601
16474,4431966.0,61-45,98th street,11374,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4020930245.0,-73.860169,40.733573,406.0,24.0,71702.0,qn0601
16475,4432046.0,102-10,66th road,11375,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4021330016.0,-73.851538,40.728526,406.0,29.0,71304.0,qn0602
16476,4432109.0,62-27,108th street,11375,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4021590002.0,-73.851347,40.736351,406.0,24.0,74500.0,qn0602
16477,4432196.0,59-40,queens boulevard,11377,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4023140001.0,-73.905116,40.741571,402.0,26.0,24500.0,qn0203
16478,4432202.0,47-50,59th street,11377,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4023190010.0,-73.906447,40.739412,402.0,26.0,24500.0,qn0203
16479,4433427.0,21302,42nd avenue,11361,queens,not active,0.0,other,2023.0,0,0,0,2023.0,0,0.0,4062847501.0,-73.771287,40.762578,411.0,19.0,146700.0,qn1102
16480,4433858.0,104-40,queens boulevard,11375,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4031750001.0,-73.848879,40.723714,406.0,29.0,71305.0,qn0602
16481,4433859.0,104-60,queens boulevard,11375,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4031750001.0,-73.84849,40.723485,406.0,29.0,71305.0,qn0602
16482,4433860.0,104-20,queens boulevard,11375,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4031750001.0,-73.848991,40.72378,406.0,29.0,71305.0,qn0602
16483,4433878.0,70-25,yellowstone boulevard,11375,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4032360035.0,-73.849816,40.722598,406.0,29.0,71100.0,qn0602
16484,4435191.0,83-30,98th street,11421,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4039070975.0,-73.852525,40.69982,409.0,32.0,64101.0,qn0905
16485,4436333.0,168-20,127th avenue,11434,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4124950002.0,-73.773687,40.677956,412.0,28.0,33403.0,qn1204
16486,4436337.0,163-35,130th avenue,11434,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4124950002.0,-73.77583,40.676286,412.0,28.0,33403.0,qn1204
16487,4436341.0,170-30,130th avenue,11434,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4124950002.0,-73.771088,40.676795,412.0,28.0,33404.0,qn1204
16488,4436343.0,172-10,133rd avenue,11434,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4124950002.0,-73.76903,40.675427,412.0,28.0,33405.0,qn1204
16489,4436352.0,134-39,166th place,11434,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4124950002.0,-73.773598,40.673169,412.0,28.0,33404.0,qn1204
16490,4436439.0,434,beach 54 street,11692,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4160010002.0,-73.784654,40.596319,414.0,31.0,97205.0,qn1402
16491,4437132.0,79-01,broadway,11373,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4015000002.0,-73.886097,40.744416,404.0,25.0,26700.0,qn0401
16492,4438296.0,158-11,harry van arsdale jr ave,11365,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4067900022.0,-73.810097,40.732291,408.0,24.0,122703.0,qn0802
16493,4438544.0,25-40,shore boulevard,11102,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4009057501.0,-73.928785,40.775801,401.0,22.0,9100.0,qn0102
16494,4439033.0,1975-04-01t00:00:00.000,48th avenue,11109,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000190019.0,73.9564444,40.74458916,402.0,26.0,102.0,qn0201
16495,4439898.0,56-45,main street,11355,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4051650001.0,-73.826155,40.746817,407.0,20.0,79900.0,qn0706
16496,4439904.0,66-60,kissena boulevard,11367,queens,not active,0.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4065170001.0,-73.814717,40.735645,408.0,24.0,80900.0,qn0801
16497,4440184.0,65-24,162nd street,11365,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4067910025.0,-73.806672,40.736123,408.0,24.0,122703.0,qn0802
16498,4440641.0,161-10,jamaica avenue,11432,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4101010015.0,-73.798412,40.704033,412.0,27.0,44601.0,qn1201
16499,4442231.0,90-25,161st street,11432,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4097600001.0,-73.799253,40.705199,412.0,27.0,44601.0,qn1201
16500,4442431.0,82-68,164th street,11432,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4068580001.0,-73.803433,40.71725,408.0,24.0,126700.0,qn0802
16501,4443412.0,34-41,linden place,11354,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4049510008.0,-73.831084,40.765714,407.0,20.0,88902.0,qn0707
16502,4443443.0,40-05,college point blvd,11354,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4050370008.0,-73.834215,40.75805,407.0,20.0,87100.0,qn0707
16503,4443488.0,140-11,45th ave,11355,queens,not active,0.0,other,2023.0,0,0,0,2023.0,0,0.0,4051920001.0,-73.820618,40.752403,407.0,20.0,85900.0,qn0707
16504,4444031.0,189-02,64th avenue,11365,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4071170003.0,-73.783859,40.739623,408.0,23.0,134701.0,qn0803
16505,4444040.0,67-00,192nd street,11365,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4071170003.0,-73.781534,40.737813,408.0,23.0,134701.0,qn0803
16506,4445338.0,61-20,grand central parkway,11375,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4021620122.0,-73.846767,40.738412,406.0,24.0,74700.0,qn0602
16507,4449614.0,61-25,97th street,11374,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4020820107.0,-73.862427,40.733977,406.0,24.0,71702.0,qn0601
16508,4453535.0,269-10,grand central pkwy,11005,queens,active,3.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4084890001.0,-73.715237,40.759283,413.0,23.0,155101.0,qn1301
16509,4454475.0,58-12,queens boulevard,11377,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4023137501.0,-73.907281,40.741828,402.0,26.0,24500.0,qn0203
16510,4454650.0,17-85,215th street,11360,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4059380003.0,-73.777144,40.784921,407.0,19.0,99703.0,qn0703
16511,4455432.0,67-31,kissena blvd,11367,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4067920030.0,-73.814752,40.734481,408.0,24.0,122702.0,qn0802
16512,4457492.0,92-33,170 street,11433,queens,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,03/11/2024,0.0,4102120033.0,-73.789136,40.706193,412.0,27.0,44400.0,qn1201
16513,4458689.0,117-01,84th avenue,11418,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4033210113.0,-73.834472,40.70397,409.0,29.0,13400.0,qn0901
16514,4461879.0,33-28,northern boulevard,11101,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4002140240.0,-73.929998,40.752008,401.0,26.0,17102.0,qn0161
16515,4462463.0,140-16,45th avenue,11355,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4052000001.0,-73.82056,40.752419,407.0,20.0,120500.0,qn0705
16516,4462505.0,52-35,58th street,11377,queens,active,1.0,self-reported annual inspection,2023.0,ah7a,24rcny 31-02(a),failure to submit report of previous year’s inspection results by january 15 of the following year,2023.0,03/11/2024,0.0,4023610268.0,-73.909957,40.734883,402.0,26.0,24300.0,qn0203
16517,4463785.0,112-50,72nd avenue,11375,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4022480099.0,-73.837855,40.721884,406.0,29.0,75702.0,qn0602
16518,4467568.0,65-60,kissena blvd,11367,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4065170001.0,-73.814704,40.736452,408.0,24.0,80900.0,qn0801
16519,4467715.0,122-02,roosevelt avenue,11368,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4020180001.0,-73.844856,40.754848,481.0,21.0,38302.0,qn8191
16520,4530874.0,135-37,37th avenue,11354,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4049717501.0,-73.831748,40.761326,407.0,20.0,86900.0,qn0707
16521,4533416.0,2025-02-01t00:00:00.000,50th avenue,11101,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000170028.0,73.95853457,40.74358261,402.0,26.0,101.0,qn0201
16522,4534604.0,47-05,center blvd,11109,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000210060.0,-73.956812,40.745971,402.0,26.0,102.0,qn0201
16523,4536844.0,123-01,roosevelt avenue,11368,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4017870020.0,-73.845398,40.754703,481.0,21.0,38302.0,qn8191
16524,4538318.0,47-20,center boulevard,11109,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000210070.0,-73.957137,40.745648,402.0,26.0,102.0,qn0201
16525,4539937.0,25-01,jackson avenue,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000790030.0,-73.94444,40.746845,402.0,26.0,1901.0,qn0201
16526,4539949.0,43-10,crescent street,11101,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4004350013.0,-73.942316,40.748707,402.0,26.0,1903.0,qn0201
16527,4541370.0,1950-01-01t00:00:00.000,50th avenue,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000067502.0,-73.95887738,40.74363488,402.0,26.0,101.0,qn0201
16528,4541694.0,127-10,28th avenue,11354,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4043270001.0,-73.841536,40.772915,407.0,19.0,90700.0,qn0701
16529,4541712.0,45-40,center boulevard,11109,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000210010.0,-73.95681,40.748376,402.0,26.0,102.0,qn0201
16530,4541713.0,45-45,center boulevard,11109,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000210020.0,-73.95667,40.748068,402.0,26.0,102.0,qn0201
16531,4541715.0,46-15,center boulevard,11109,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000210035.0,-73.956378,40.747239,402.0,26.0,102.0,qn0201
16532,4546843.0,18-01,20th avenue,11105,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4008500050.0,-73.914365,40.786633,401.0,22.0,10701.0,qn0101
16533,4583520.0,137-47,45th avenue,11355,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4051450081.0,-73.821927,40.751554,407.0,20.0,84500.0,qn0705
16534,4589727.0,175-20,wexford terrace,11432,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4098350003.0,-73.78816,40.712502,408.0,24.0,46600.0,qn0804
16535,4596128.0,44-28,purves street,11101,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4002680001.0,-73.94113,40.746903,402.0,26.0,1902.0,qn0201
16536,4596911.0,29-22,northern blvd,11101,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4002397501.0,-73.936613,40.749261,401.0,26.0,3301.0,qn0105
16537,4596913.0,22-44,jackson avenue,11101,queens,active,3.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000867501.0,-73.94609,40.74564,402.0,26.0,1901.0,qn0201
16538,4596920.0,28-10,jackson avenue,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4002640001.0,-73.938552,40.748491,402.0,26.0,1902.0,qn0201
16539,4596921.0,28-30,jackson avenue,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4002640017.0,-73.938133,40.748642,402.0,26.0,1902.0,qn0201
16540,4610630.0,1,bay club drive,11360,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4058937501.0,-73.782085,40.779012,407.0,19.0,99704.0,qn0703
16541,4610766.0,2,bay club dr,11360,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4058937501.0,-73.781044,40.779194,407.0,19.0,99704.0,qn0703
16542,4614946.0,131-05,40th road,11354,queens,not active,0.0,other,2023.0,0,0,0,2023.0,0,0.0,4050669100.0,-73.836083,40.75592,407.0,20.0,87100.0,qn0707
16543,4614986.0,131-01,40th road,11354,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4050667507.0,-73.836155,40.755876,407.0,20.0,87100.0,qn0707
16544,4615628.0,28-07,jackson avenue,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4004200001.0,-73.938768,40.748434,402.0,26.0,1902.0,qn0201
16545,4615633.0,61-55,junction boulevard,11374,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4020807501.0,-73.86416,40.733414,406.0,24.0,71702.0,qn0601
16546,4617191.0,43-25,hunter street,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4004337501.0,-73.942309,40.747994,402.0,26.0,1902.0,qn0201
16547,4617820.0,42-12,28th street,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4004220007.0,-73.939175,40.749628,402.0,26.0,1902.0,qn0201
16548,4617913.0,52-41,center boulevard,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000067505.0,-73.960654,40.741408,402.0,26.0,101.0,qn0201
16549,4618318.0,52-03,center boulevard,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000067504.0,-73.960033,40.742166,402.0,26.0,101.0,qn0201
16550,4618544.0,147-25,94th avenue,11435,queens,active,1.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4099987502.0,-73.806426,40.699222,412.0,27.0,20800.0,qn1201
16551,4618925.0,28-40,jackson avenue,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4002630009.0,-73.937779,40.748768,402.0,26.0,1902.0,qn0201
16552,4619856.0,2025-01-15t00:00:00.000,57th avenue,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000067503.0,73.96172731,40.73918386,402.0,26.0,101.0,qn0201
16553,4619857.0,56-27,2dn street,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4000067503.0,73.96037788,40.73888697,402.0,26.0,101.0,qn0201
16554,4622937.0,29-59,nothern boulevard,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4004030003.0,-73.93562,40.75018,401.0,26.0,3301.0,qn0105
16555,4871049.0,3,court square,11101,queens,active,2.0,self-reported annual inspection,2023.0,0,0,0,2023.0,0,0.0,4004377502.0,-73.944446,40.747555,402.0,26.0,1903.0,qn0201
